query_name,optimization_time_(ms),est_cost,true_cost,plan,physical_plan
1a,0.51352,215927.2,215927.2,ct-mc mc-t mc-mi_idx it-mi_idx,HJ-mc-ct INL-t-ct mc INL-mi_idx-ct mc t HJ-ct mc mi_idx t-it
1b,0.52935,276174.4,276174.4,it-mi_idx mi_idx-t mc-mi_idx ct-mc,HJ-mi_idx-it INL-t-it mi_idx INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
1c,0.52773,71749.59999999999,71749.59999999999,ct-mc mc-t mc-mi_idx it-mi_idx,HJ-mc-ct INL-t-ct mc INL-mi_idx-ct mc t HJ-ct mc mi_idx t-it
1d,0.53551,276199.4,276199.4,it-mi_idx mi_idx-t mc-mi_idx ct-mc,HJ-mi_idx-it INL-t-it mi_idx INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
2a,0.51581,1974253.0,1974253.0,cn-mc mc-t k-mk mc-mk,HJ-mc-cn INL-t-cn mc HJ-mk-k HJ-cn mc t-k mk
2b,0.52828,1687559.0,1687559.0,cn-mc mc-t k-mk mc-mk,HJ-mc-cn INL-t-cn mc HJ-mk-k HJ-cn mc t-k mk
2c,0.53183,526354.6,526354.6,cn-mc mc-t mc-mk k-mk,HJ-mc-cn INL-t-cn mc INL-mk-cn mc t HJ-cn mc mk t-k
2d,0.54768,1497538.8000000003,1497538.8000000003,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
3a,0.54541,769885.4,769885.4,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3b,0.53057,83184.40000000001,83184.40000000001,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3c,0.53927,968001.0,968001.0,k-mk mi-mk mi-t,HJ-mk-k INL-mi-k mk INL-t-k mi mk
4a,0.54356,43624.4,43624.4,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4b,0.53549,1036.2,1036.2,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4c,0.53043,9295.6,9295.6,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
5a,0.53998,600732.2,600732.2,it-mi mc-mi ct-mc mc-t,HJ-mi-it INL-mc-it mi HJ-it mc mi-ct INL-t-ct it mc mi
5b,0.5471,94350.80000000002,94350.80000000002,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
5c,0.54757,63729.4,63729.4,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
6a,0.53638,907285.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
