query_name,optimization_time_(ms),est_cost,true_cost,plan,physical_plan
1a,0.52114,215927.2,215927.2,ct-mc mc-t mc-mi_idx it-mi_idx,HJ-mc-ct INL-t-ct mc INL-mi_idx-ct mc t HJ-ct mc mi_idx t-it
1b,0.53926,276174.4,276174.4,it-mi_idx mi_idx-t mc-mi_idx ct-mc,HJ-mi_idx-it INL-t-it mi_idx INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
1c,0.53232,71749.59999999999,71749.59999999999,ct-mc mc-t mc-mi_idx it-mi_idx,HJ-mc-ct INL-t-ct mc INL-mi_idx-ct mc t HJ-ct mc mi_idx t-it
1d,0.53461,276199.4,276199.4,it-mi_idx mi_idx-t mc-mi_idx ct-mc,HJ-mi_idx-it INL-t-it mi_idx INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
2a,0.51496,1346975.2000000002,1346975.2000000002,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2b,0.53146,1335447.2000000002,1335447.2000000002,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2c,0.54611,526354.6,526354.6,cn-mc mc-t mc-mk k-mk,HJ-mc-cn INL-t-cn mc INL-mk-cn mc t HJ-cn mc mk t-k
2d,0.54186,1497538.8000000003,1497538.8000000003,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
3a,0.54998,769885.4,769885.4,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3b,0.52822,83184.40000000001,83184.40000000001,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3c,0.54175,968001.0,968001.0,k-mk mi-mk mi-t,HJ-mk-k INL-mi-k mk INL-t-k mi mk
4a,0.53317,43624.4,43624.4,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4b,0.5556,1036.2,1036.2,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4c,0.52512,9295.6,9295.6,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
5a,0.54898,600732.2,600732.2,it-mi mc-mi ct-mc mc-t,HJ-mi-it INL-mc-it mi HJ-it mc mi-ct INL-t-ct it mc mi
5b,0.54072,94350.80000000002,94350.80000000002,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
5c,0.5562,63729.4,63729.4,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
6a,0.52839,907285.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6b,0.52905,907191.6000000001,907191.6000000001,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6c,0.54856,904899.6000000001,904899.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6d,0.52761,2582484.0,2582484.0,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6e,0.53442,907285.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6f,0.52911,4153347.6,4153347.6,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t INL-n-ci k mk t
8a,0.54733,46113.399999999994,46113.399999999994,ci-n ci-rt ci-mc ci-t cn-mc an-ci,HJ-ci-n HJ-ci n-rt INL-mc-ci n rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
