query name,Exhaustive,Kruskal,Kruskal Ensemble,Prim,Prim Ensemble,Ensemble MST,GOO
17c,0.1767,0.54429,0.53201,0.52175,0.54682,1.07883,0.52644
17d,0.1874,0.54155,0.53895,0.53569,0.55302,1.0919699999999999,0.53714
17e,0.18138,0.54502,0.53952,0.57439,0.56819,1.10771,0.5519
17f,0.17781,0.51836,0.53197,0.51805,0.53551,1.0674800000000002,0.52132
18a,0.17885,0.58283,0.53522,0.52138,0.55649,1.09171,0.53645
18b,0.18816,0.53349,0.54523,0.5359,0.55966,1.1048900000000001,0.53071
18c,0.17588,0.53983,0.55186,0.54911,0.55514,1.107,0.53903
32a,0.18011,0.51802,0.51335,0.52218,0.53356,1.04691,0.51404
32b,0.1703,0.52962,0.53534,0.53926,0.56152,1.09686,0.5327
7a,0.18111,0.53318,0.53743,0.53265,0.5653,1.10273,0.54843
7b,0.1875,0.53685,0.54408,0.53282,0.54602,1.0901,0.56091
7c,0.19037,0.51866,0.53382,0.52171,0.54681,1.08063,0.54555
11a,0.18864,0.52737,0.54306,0.52078,0.55393,1.09699,0.54536
11b,0.21479,0.53309,0.54415,0.57101,0.56737,1.11152,0.54193
11c,0.18841,0.53355,0.53866,0.53383,0.57453,1.11319,0.53848
11d,0.19595,0.54066,0.55653,0.57515,0.56596,1.12249,0.56296
12a,0.18677,0.51857,0.53573,0.51454,0.53907,1.0748000000000002,0.53998
12b,0.17471,0.53317,0.53416,0.5308,0.54939,1.08355,0.54624
12c,0.18723,0.53965,0.54804,0.53779,0.56021,1.10825,0.53692
13a,0.19817,0.54471,0.55189,0.57251,0.55952,1.11141,0.53869
13b,0.17583,0.51932,0.53176,0.51578,0.54768,1.07944,0.52252
13c,0.17523,0.5324,0.53857,0.52954,0.55048,1.0890499999999999,0.53517
13d,0.18708,0.53352,0.55259,0.53078,0.57625,1.12884,0.54364
14a,0.20397,0.54383,0.53824,0.53614,0.55609,1.09433,0.54076
14b,0.18023,0.51802,0.53776,0.51862,0.54014,1.6180400000000001,0.52386
14c,0.20042,0.52999,0.53811,0.53857,0.55486,1.09297,0.53245
15a,0.56645,0.53389,0.53648,0.52904,0.55427,1.64502,0.5406
15b,0.59734,0.53936,0.53968,0.53631,0.56387,1.66742,0.54387
15c,0.40161,0.51702,0.53251,0.51687,0.54474,1.62199,0.50944
15d,0.39318,0.52836,0.54209,0.52695,0.54436,1.08645,0.53472
16a,0.18968,0.53409,0.53145,0.52792,0.55823,1.08968,0.54769
16b,0.19951,0.53421,0.54252,0.59606,0.57632,1.11884,0.56764
16c,0.1938,0.53791,0.54823,0.53791,0.56716,1.11539,0.55112
16d,0.19687,0.55279,0.52597,0.52014,0.54394,1.0699100000000001,0.53528
19a,0.81642,0.56404,0.54253,0.53867,0.56743,1.10996,0.56039
19b,1.92539,0.53978,0.54264,0.52719,0.56534,1.10798,0.5434
19c,0.24488,0.54511,0.54526,0.57439,0.58524,1.1305,0.5554
19d,0.53511,0.53696,0.5248,0.52444,0.5349,1.5946000000000002,0.52163
20a,0.20988,0.5283,0.55023,0.5282,0.55037,1.1006,0.53781
20b,0.22656,0.53233,0.53537,0.53408,0.55792,1.09329,0.55221
20c,0.22387,0.538,0.54223,0.54173,0.56723,1.10946,0.5455
21a,0.25188,0.52016,0.5317,0.51288,0.52991,1.06161,0.5265
21b,0.2492,0.55315,0.55069,0.56395,0.55415,1.10484,0.53558
21c,0.21336,0.53225,0.54736,0.5279,0.57253,1.1198899999999998,0.54181
22a,0.79545,0.53807,0.55264,0.53322,0.55042,1.65348,0.55473
22b,0.81883,0.54093,0.56044,0.53422,0.5641,1.6886400000000001,0.55209
22c,10.07873,0.51854,0.52766,0.51219,0.53737,1.0650300000000001,0.54597
22d,2.91862,0.53377,0.55785,0.52451,0.56968,1.12753,0.53116
23a,2.07451,0.5503,0.55564,0.57547,0.5464,1.1020400000000001,0.54315
23b,2.60212,0.53732,0.56633,0.54286,0.56084,1.12717,0.55285
23c,1.73729,0.52729,0.53556,0.52125,0.54326,1.07882,0.51231
24a,1.40373,0.54342,0.55525,0.53105,0.55997,1.6751899999999997,0.50841
24b,58.13897,0.53116,0.55577,0.55255,0.57051,1.12628,0.51283
25a,0.21504,0.53675,0.54251,0.55203,0.56435,1.1068600000000002,0.51398
25b,0.40064,0.51589,0.53434,0.55625,0.52973,1.06407,0.49549
25c,0.20895,0.52896,0.5493,0.55346,0.54815,1.09745,0.50683
26a,3.72024,0.5309,0.55707,0.54241,0.56397,1.1210399999999998,0.51439
26b,6.77349,0.54052,0.55797,0.53953,0.5734,1.70477,0.51592
26c,0.63724,0.51833,0.54181,0.52386,0.54394,1.08575,0.49742
33a,1.25993,0.58311,0.55999,0.53182,0.55042,1.11041,0.53474
33b,5.20322,0.53029,0.57379,0.53224,0.55232,1.67843,0.53748
33c,0.44308,0.54105,0.56922,0.54714,0.55897,1.12819,0.54821
27a,57.75856,0.55364,0.57645,0.54132,0.56894,1.71433,0.54236
27b,142.07061,0.5171,0.54263,0.52714,0.5606,1.66383,0.54827
27c,47.31754,0.54767,0.56378,0.52805,0.56911,1.13289,0.5408
28a,7634.74251,0.55839,0.57596,0.54138,0.57664,1.1526,0.54423
28b,2076.48559,0.56409,0.58487,0.55175,0.55471,1.13958,0.54127
28c,18228.93694,0.52712,0.5672,0.53624,0.5557,1.1229,0.51718
29a,2331077.8000000007,0.54108,0.601,0.53774,0.56548,1.16648,0.53967
29b,1108551.8000000007,0.54951,0.60962,0.5385,0.58427,1.1938900000000001,0.51188
29c,36590881.8,0.55307,0.61103,0.54178,0.56391,1.1749399999999999,0.52102
30a,3.24818,0.5302,0.55739,0.53461,0.55526,1.11265,0.49826
30b,138.66354,0.54759,0.56834,0.52695,0.55902,1.12736,0.51191
30c,2.61729,0.54492,0.57678,0.54873,0.55843,1.1352099999999998,0.51223
31a,0.56328,0.54612,0.56593,0.53948,0.55495,1.12088,0.51537
31b,205.92452,0.55362,0.56423,0.54344,0.59341,1.15764,0.52015
31c,0.57235,0.52868,0.53528,0.51905,0.53577,1.07105,0.5014
