query name,Exhaustive,Kruskal,Kruskal Ensemble,Prim,Prim Ensemble,Ensemble MST,GOO
10a,2.7070149999999997,2.796167,2.853801,2.6765529999999997,2.828944,2.853801,2.6100909999999997
10b,5.638503,5.5051499999999995,5.476811,5.468559,5.5079780000000005,5.476811,5.482520999999999
10c,5.591435000000001,2.0962959999999997,5.575755,2.092543,5.619987,5.619987,2.088683
17a,10.199594,10.367319,9.86521,10.020718,10.020418,9.86521,10.899574000000001
17b,9.396512000000001,4.583331,4.553704,4.373544,4.592918,4.553704,9.818118
17c,9.389218999999999,4.5985510000000005,4.4480129999999996,4.427057,4.5054669999999994,4.4480129999999996,9.810204
17d,9.42574,4.637371,4.546733000000001,4.524085,4.544805,4.546733000000001,9.758207
17e,10.664991,10.763674000000002,10.493959,10.554917999999999,10.498642,10.493959,10.768362
17f,19.823605,9.494605,9.682396,9.35713,9.333172000000001,9.682396,20.902352999999998
18a,3.736609,4.109876,4.208184,3.745964,3.956945,4.208184,3.771096
18b,8.619162000000001,8.571593,8.634120000000001,8.351186,8.508002000000001,8.634120000000001,8.626002
18c,9.223713,9.4828,9.094344,9.178948,9.150777,9.094344,9.068966
32a,1.169224,1.17152,1.1473309999999999,1.1552390000000001,1.114302,1.1473309999999999,1.179374
32b,1.33984,1.475801,1.446068,1.481549,1.422279,1.446068,1.32868
7a,8.866067,8.813880999999999,8.552208,8.745076999999998,8.444334999999999,8.552208,10.823647000000001
7b,9.130582,9.183324,8.831149,9.276217,9.401110000000001,8.831149,9.752497
7c,4.856425,10.473384,10.124452,8.470418,4.841005,10.124452,12.63841
11a,1.285798,1.301787,1.248612,1.3318489999999998,1.3303530000000001,1.248612,1.3467339999999999
11b,0.885634,0.889795,0.853957,0.878726,0.876958,0.853957,0.944603
11c,1.24524,1.126228,1.144905,1.240385,1.163703,1.163703,1.674237
11d,2.459853,2.4876970000000003,2.395284,2.476643,2.471882,2.395284,2.58208
12a,2.0486500000000003,2.024838,2.023222,2.025893,2.058884,2.023222,2.043451
12b,2.2279940000000003,2.234318,2.2276909999999996,2.2199009999999997,2.2296970000000003,2.2276909999999996,2.232172
12c,2.830693,2.828685,2.8063249999999997,2.840435,2.8237460000000003,2.8063249999999997,2.863645
13a,2.5589920000000004,2.555032,2.548763,2.576547,2.5460320000000003,2.548763,2.571173
13b,2.080238,2.075866,2.076294,2.080355,2.0865189999999996,2.076294,2.094415
13c,2.048407,2.023499,2.044604,2.050205,2.0446690000000003,2.044604,2.038326
13d,1.97736,1.942342,1.942682,1.9533479999999999,1.954828,1.942682,2.879825
14a,2.425574,3.3340929999999998,3.340468,3.3260810000000003,3.323333,3.340468,3.362911
14b,2.278395,2.28366,2.270254,2.2873330000000003,2.275429,2.275429,2.340185
14c,2.679792,2.693553,2.672502,2.714369,2.670261,2.672502,3.3952240000000002
15a,3.918777,3.8318339999999997,3.767569,3.915347,3.875701,3.767569,2.806142
15b,2.8258780000000003,2.8853,2.892967,1.5275699999999999,1.534529,2.892967,2.8316019999999997
15c,2.424253,2.365207,2.352545,2.34626,2.4138249999999997,2.352545,3.310091
15d,2.398268,2.36973,2.365262,2.322927,2.370406,2.365262,2.367515
16a,19.290288,19.298391,19.278167,18.455517,19.143988,19.278167,19.537699
16b,22.16974,21.884526,21.794618,21.732609,22.35803,21.794618,23.002671
16c,20.36143,20.43875,20.422143,19.451218,19.780976,20.422143,20.463281
16d,18.861972,18.827312999999997,18.758675,18.330886,18.367755000000002,18.758675,19.352489000000002
19a,4.274701,4.261598,4.283905,4.258999,4.201728,4.201728,4.350192
19b,7.245808,10.209126,10.17595,10.246931,9.934199000000001,10.17595,7.2140640000000005
19c,11.560125,11.11272,11.411242,11.614441999999999,10.739224,11.411242,11.036714
19d,5.557397,6.646593,4.5949539999999995,5.3583,6.641889,4.5949539999999995,5.479158
20a,10.419806000000001,10.33859,10.392708,10.359928,10.384509,10.392708,10.881838
20b,9.774331,9.746906999999998,9.722705,9.693648999999999,9.772072,9.722705,10.654924999999999
20c,12.689026,13.060424999999999,12.343369000000001,12.286723,11.980870999999999,12.343369000000001,12.852375
21a,2.812734,2.8060419999999997,2.843947,2.843186,2.81642,2.843947,2.917933
21b,2.430377,2.3864699999999996,2.446768,2.397936,2.397514,2.446768,2.473106
21c,2.884288,2.799374,2.8027100000000003,2.931008,2.851689,2.8027100000000003,2.891934
22a,2.777914,2.770787,2.7505479999999998,2.772773,2.745496,2.7505479999999998,2.853688
22b,2.782409,2.757551,2.730708,2.749701,2.796169,2.730708,2.849859
22c,4.619823,4.225668,4.485571,4.720747,4.548425,4.485571,4.8505
22d,3.140242,3.172631,3.1197179999999998,3.2616419999999997,3.178995,3.1197179999999998,2.766335
23a,2.399482,2.424381,2.3217719999999997,2.4464319999999997,2.328417,2.3217719999999997,2.335741
23b,1.9212770000000001,1.877957,1.8700809999999999,1.931552,1.870511,1.8700809999999999,1.94953
23c,2.441069,2.297377,2.354209,2.3786080000000003,2.349076,2.354209,2.602147
24a,5.901161,5.813231,5.742425,5.781348,5.816343,5.816343,7.602105
24b,7.656658,7.616720999999999,7.650939999999999,7.658242,7.617072,7.617072,7.779414
25a,14.094944,13.825985000000001,14.022385,13.87889,13.98404,14.022385,14.204986000000002
25b,9.364531000000001,9.190999,9.372097,9.292816,9.308733,9.372097,11.932183
25c,10.394648,14.453036,10.402584000000001,14.588078,10.374924,10.402584000000001,13.940806
26a,10.743474,10.692396,10.830188,10.721783,10.67765,10.830188,10.675277
26b,8.644026,8.730503,8.694875,8.789157999999999,8.617052,8.694875,13.165248
26c,11.041373,10.536751,10.702959,10.95978,10.988841,10.702959,14.468174999999999
33a,2.383584,2.397081,2.3683710000000002,2.366307,2.3424769999999997,2.3424769999999997,2.859478
33b,3.4429380000000003,3.225175,3.154145,3.3073069999999998,3.253418,3.253418,1.597871
33c,2.772316,2.582183,2.525613,2.5878200000000002,2.7224369999999998,2.7224369999999998,2.4578270000000004
27a,4.198797,4.305665,4.288659,4.067251000000001,4.323984,4.288659,4.421187
27b,3.262136,3.252895,3.236299,3.2311289999999997,3.2650740000000003,3.236299,3.2589989999999998
27c,4.023485,3.919322,3.934534,3.7395929999999997,3.596496,3.934534,3.831341
28a,2.797513,2.790902,2.7570300000000003,2.779616,2.757007,2.7570300000000003,2.86273
28b,2.497595,2.484052,1.613053,2.492973,1.613258,1.613053,2.548066
28c,3.841454,3.739109,3.7560390000000003,3.751067,3.742857,3.7560390000000003,3.827623
29a,10.741947,11.997415,12.058783,12.003012,12.055975,12.058783,10.431583
29b,8.724537,9.414076,9.484024999999999,9.492488999999999,9.186196,9.484024999999999,11.754165
29c,11.888351,11.29406,11.612116,11.757476,11.256522,11.256522,11.756336
30a,10.912998,11.99742,12.066234,12.63317,12.525133,12.066234,7.0239210000000005
30b,12.292461,11.698120999999999,12.048523999999999,12.305028,12.256836,12.048523999999999,8.111248
30c,10.526144,10.195132,10.667729,10.466939,10.410662,10.410662,10.400308
31a,9.598141,9.138826,10.625715,9.963028,10.95633,10.625715,15.056859000000001
31b,7.58138,7.386649,7.5207049999999995,7.519011000000001,7.525711,7.5207049999999995,7.651207
31c,10.714066,14.394813000000001,10.655848,15.396865,10.730164,10.655848,11.607119
