query complexity,exhaustive,kruskal,prim,ensemble,goo
Simple,8.082360000000001,24.398500000000002,23.06592,50.932510000000015,24.504890000000007
Moderate,115.34014999999998,29.18939,27.306390000000004,61.583510000000004,28.81775
Complex,385458.7675299922,8.24818,7.672179999999999,17.727320000000002,7.981960000000001
TOTAL,385582.1900399922,61.83607,58.044489999999996,130.24334000000002,61.30460000000001
